id,Predicted
0,3
1,1
2,3
3,0
4,1
5,1
6,0
7,3
8,1
9,1
10,3
11,1
12,3
13,3
14,3
15,3
16,0
17,1
18,0
19,3
20,3
21,2
22,1
23,2
24,3
25,0
26,1
27,2
28,2
29,3
30,3
31,2
32,2
33,2
34,3
35,1
36,2
37,3
38,1
39,0
40,0
41,1
42,3
43,3
44,0
45,3
46,3
47,2
48,3
49,1
50,0
51,3
52,1
53,1
54,3
55,2
56,2
57,1
58,1
59,1
60,0
61,0
62,1
63,2
64,3
65,0
66,1
67,1
68,3
69,3
70,1
71,2
72,0
73,3
74,3
75,1
76,3
77,3
78,3
79,3
80,3
81,3
82,3
83,0
84,2
85,3
86,3
87,3
88,1
89,2
90,2
91,3
92,3
93,0
94,0
95,0
96,3
97,0
98,3
99,0
100,3
101,2
102,1
103,3
104,0
105,2
106,1
107,2
108,0
109,1
110,1
111,1
112,0
113,1
114,1
115,1
116,1
117,1
118,1
119,3
120,3
121,3
122,3
123,0
124,1
125,2
126,1
127,3
128,3
129,2
130,1
131,0
132,1
133,3
134,1
135,1
136,0
137,2
138,1
139,0
140,1
141,0
142,0
143,3
144,1
145,3
146,0
147,3
148,3
149,2
150,1
151,3
152,2
153,0
154,3
155,0
156,2
157,3
158,0
159,0
160,0
161,1
162,3
163,1
164,1
165,3
166,3
167,3
168,3
169,1
170,0
171,1
172,3
173,3
174,3
175,2
176,1
177,2
178,3
179,3
180,3
181,1
182,1
183,2
184,3
185,2
186,3
187,0
188,0
189,3
190,3
191,3
192,1
193,0
194,0
195,1
196,3
197,3
198,2
199,2
200,1
201,3
202,0
203,0
204,1
205,2
206,2
207,1
208,3
209,1
210,3
211,0
212,3
213,0
214,3
215,3
216,1
217,2
218,1
219,1
220,2
221,1
222,1
223,0
224,2
225,1
226,3
227,3
228,2
229,3
230,2
231,3
232,1
233,2
234,3
235,1
236,2
237,3
238,1
239,3
240,2
241,1
242,2
243,3
244,1
245,0
246,1
247,0
248,2
249,2
250,1
251,3
252,2
253,1
254,3
255,2
256,0
257,2
258,1
259,3
260,3
261,1
262,1
263,1
264,1
265,3
266,0
267,0
268,2
269,3
270,3
271,3
272,2
273,0
274,2
275,0
276,3
277,0
278,3
279,1
280,1
281,2
282,2
283,1
284,3
285,2
286,0
287,0
288,3
289,1
290,2
291,2
292,3
293,0
294,3
295,2
296,3
297,2
298,1
299,3
300,3
301,1
302,3
303,1
304,3
305,3
306,3
307,1
308,1
309,2
310,3
311,3
312,1
313,3
314,0
315,0
316,1
317,2
318,3
319,1
320,1
321,2
322,1
323,3
324,3
325,1
326,2
327,3
328,2
329,2
330,1
331,3
332,3
333,3
334,3
335,3
336,2
337,3
338,3
339,1
340,3
341,2
342,1
343,3
344,1
345,1
346,2
347,1
348,2
349,2
350,3
351,3
352,3
353,3
354,2
355,0
356,3
357,2
358,0
359,1
360,3
361,1
362,2
363,3
364,1
365,0
366,0
367,3
368,3
369,2
370,1
371,3
372,0
373,3
374,0
375,3
376,3
377,3
378,3
379,1
380,3
381,1
382,1
383,2
384,3
385,2
386,0
387,1
388,1
389,1
390,2
391,1
392,1
393,3
394,1
395,1
396,1
397,3
398,0
399,1
400,0
401,1
402,1
403,3
404,2
405,2
406,3
407,2
408,3
409,2
410,1
411,3
412,3
413,2
414,1
415,1
416,3
417,3
418,0
419,0
420,2
421,0
422,1
423,0
424,3
425,1
426,1
427,0
428,0
429,0
430,0
431,2
432,1
433,3
434,2
435,2
436,3
437,0
438,1
439,3
440,0
441,1
442,2
443,1
444,2
445,1
446,1
447,3
448,1
449,1
450,3
451,1
452,3
453,0
454,1
455,2
456,3
457,2
458,1
459,3
460,0
461,3
462,2
463,3
464,3
465,0
466,1
467,2
468,2
469,1
470,1
471,0
472,3
473,3
474,0
475,2
476,1
477,0
478,3
479,3
480,0
481,0
482,3
483,0
484,0
485,3
486,1
487,0
488,1
489,3
490,2
491,1
492,1
493,1
494,0
495,3
496,2
497,0
498,1
499,2
500,2
501,1
502,1
503,3
504,3
505,0
506,2
507,1
508,3
509,3
510,3
511,1
512,2
513,3
514,0
515,3
516,1
517,2
518,3
519,3
520,2
521,1
522,1
523,2
524,1
525,3
526,0
527,3
528,2
529,0
530,1
531,2
532,3
533,1
534,3
535,0
536,0
537,0
538,1
539,1
540,0
541,1
542,1
543,2
544,2
545,3
546,1
547,3
548,1
549,1
550,3
551,3
552,1
553,2
554,1
555,0
556,2
557,3
558,3
559,3
560,1
561,3
562,3
563,1
564,3
565,1
566,2
567,3
568,1
569,0
570,3
571,3
572,2
573,0
574,3
575,1
576,3
577,1
578,2
579,3
580,1
581,3
582,2
583,3
584,2
585,3
586,2
587,3
588,3
589,1
590,3
591,3
592,2
593,1
594,1
595,3
596,3
597,1
598,1
599,0
600,3
601,1
602,3
603,3
604,2
605,0
606,1
607,1
608,1
609,1
610,3
611,3
612,1
613,3
614,3
615,2
616,0
617,0
618,1
619,2
620,1
621,3
622,0
623,1
624,0
625,2
626,1
627,3
628,1
629,2
630,3
631,1
632,3
633,2
634,1
635,3
636,0
637,2
638,3
639,3
640,3
641,0
642,2
643,1
644,0
645,1
646,0
647,3
648,2
649,3
650,0
651,1
652,3
653,1
654,2
655,3
656,1
657,3
658,0
659,2
660,1
661,3
662,1
663,0
664,0
665,3
666,2
667,0
668,0
669,3
670,3
671,2
672,0
673,2
674,3
675,0
676,1
677,2
678,1
679,1
680,3
681,2
682,2
683,3
684,1
685,3
686,0
687,3
688,1
689,2
690,3
691,3
692,3
693,3
694,1
695,0
696,2
697,1
698,0
699,3
700,1
701,2
702,0
703,0
704,0
705,1
706,1
707,1
708,2
709,1
710,0
711,0
712,2
713,0
714,1
715,2
716,1
717,1
718,2
719,0
720,1
721,2
722,1
723,2
724,3
725,1
726,0
727,1
728,2
729,3
730,1
731,0
732,3
733,0
734,1
735,1
736,0
737,1
738,3
739,0
740,0
741,1
742,1
743,1
744,3
745,1
746,1
747,1
748,3
749,3
750,2
751,3
752,1
753,3
754,0
755,1
756,0
757,3
758,1
759,3
760,2
761,2
762,3
763,2
764,3
765,1
766,1
767,3
768,2
769,3
770,1
771,1
772,3
773,3
774,3
775,1
776,1
777,0
778,1
779,2
780,2
781,3
782,1
783,1
784,2
785,1
786,3
787,3
788,2
789,3
790,0
791,2
792,3
793,0
794,2
795,0
796,2
797,3
798,1
799,1
800,1
801,1
802,2
803,1
804,2
805,0
806,3
807,1
808,3
809,0
810,1
811,3
812,3
813,1
814,2
815,3
816,1
817,3
818,1
819,2
820,3
821,2
822,0
823,1
824,3
825,3
826,2
827,3
828,1
829,0
830,3
831,1
832,0
833,3
834,3
835,3
836,3
837,2
838,3
839,0
840,1
841,3
842,0
843,3
844,1
845,3
846,1
847,3
848,3
849,3
850,2
851,2
852,2
853,2
854,0
855,1
856,1
857,3
858,3
859,1
860,1
861,3
862,0
863,0
864,2
865,0
866,3
867,1
868,0
869,3
870,3
871,3
872,3
873,2
874,2
875,1
876,0
877,1
878,3
879,1
880,3
881,2
882,0
883,1
884,3
885,1
886,2
887,2
888,2
889,1
890,1
891,2
892,3
893,1
894,2
895,3
896,1
897,2
898,3
899,2
900,3
901,3
902,1
903,3
904,1
905,2
906,3
907,3
908,2
909,0
910,0
911,1
912,3
913,0
914,1
915,0
916,1
917,2
918,2
919,1
920,1
921,1
922,2
923,3
924,3
925,2
926,1
927,2
928,1
929,3
930,0
931,1
932,2
933,2
934,1
935,2
936,1
937,2
938,1
939,2
940,1
941,3
942,3
943,0
944,1
945,1
946,3
947,1
948,0
949,1
950,2
951,0
952,0
953,3
954,2
955,0
956,3
957,3
958,2
959,1
960,1
961,3
962,3
963,2
964,1
965,3
966,0
967,3
968,2
969,2
970,1
971,1
972,2
973,1
974,1
975,1
976,0
977,3
978,3
979,0
980,1
981,0
982,0
983,1
984,0
985,1
986,2
987,1
988,2
989,3
990,2
991,2
992,1
993,1
994,0
995,1
996,2
997,1
998,2
999,2
1000,1
1001,3
1002,2
1003,1
1004,1
1005,2
1006,1
1007,2
1008,1
1009,0
1010,0
1011,2
1012,1
1013,2
1014,3
1015,2
1016,0
1017,0
1018,2
1019,3
1020,1
1021,2
1022,2
1023,0
1024,1
1025,3
1026,0
1027,3
1028,1
1029,3
1030,0
1031,2
1032,3
1033,1
1034,0
1035,2
1036,3
1037,0
1038,1
1039,0
1040,2
1041,3
1042,0
1043,2
1044,1
1045,3
1046,3
1047,3
1048,1
1049,0
1050,0
1051,2
1052,2
1053,1
1054,3
1055,1
1056,3
1057,2
1058,3
1059,3
1060,3
1061,1
1062,1
1063,0
1064,3
1065,2
1066,1
1067,3
1068,3
1069,3
1070,2
1071,1
1072,1
1073,3
1074,1
1075,0
1076,0
1077,3
1078,3
1079,0
1080,0
1081,0
1082,1
1083,1
1084,3
1085,3
1086,3
1087,1
1088,0
1089,2
